市区町村コード,都道府県,名称（空白なし）,名称,人口　平成27年,人口　平成22年（組替）,平成22年〜27年の人口増減数,平成22年〜27年の人口増減率（％）,面積（km2）,人口密度（1km2当たり）,世帯数　平成27年,世帯数　平成22年（組替）,平成22年〜27年の世帯増減数,平成22年〜27年の世帯増減率（％）
07444,福島県,三島町,三島町,1668,1926,-258,-13.3956386293,90.81,18.4,683,747,-64,-8.5676037483
07445,福島県,金山町,金山町,2175,2462,-287,-11.6571892770,293.92,7.4,956,1042,-86,-8.2533589251
07446,福島県,昭和村,昭和村,1322,1500,-178,-11.8666666667,209.46,6.3,616,646,-30,-4.6439628483
07447,福島県,会津美里町,会津美里町,20932,22737,-1805,-7.9386022782,276.33,75.8,6713,6806,-93,-1.3664413753
07460,福島県,西白河郡,西白河郡,49269,50130,-861,-1.7175344105,306.80,160.6,16816,16047,769,4.7921729918
07461,福島県,西郷村,西郷村,20328,19767,561,2.8380634391,192.06,105.8,7459,6711,748,11.1458798987
07464,福島県,泉崎村,泉崎村,6494,6802,-308,-4.5280799765,35.43,183.3,2050,2006,44,2.1934197408
07465,福島県,中島村,中島村,4995,5154,-159,-3.0849825378,18.92,264.0,1394,1387,7,0.5046863735
07466,福島県,矢吹町,矢吹町,17452,18407,-955,-5.1882436030,60.40,288.9,5913,5943,-30,-0.5047955578
07480,福島県,東白川郡,東白川郡,32960,35283,-2323,-6.5839072641,620.95,53.1,10771,10832,-61,-0.5631462334
07481,福島県,棚倉町,棚倉町,14302,15062,-760,-5.0458106493,159.93,89.4,4734,4708,26,0.5522514868
07482,福島県,矢祭町,矢祭町,5940,6348,-408,-6.4272211720,118.27,50.2,1920,1932,-12,-0.6211180124
07483,福島県,塙町,塙町,9141,9884,-743,-7.5171995144,211.41,43.2,3045,3086,-41,-1.3285806870
07484,福島県,鮫川村,鮫川村,3577,3989,-412,-10.3284031085,131.34,27.2,1072,1106,-34,-3.0741410488
07500,福島県,石川郡,石川郡,41105,44845,-3740,-8.3398372171,456.52,90.0,12944,13058,-114,-0.8730280288
07501,福島県,石川町,石川町,15884,17775,-1891,-10.6385372714,115.71,137.3,5246,5370,-124,-2.3091247672
07502,福島県,玉川村,玉川村,6773,7231,-458,-6.3338404093,46.67,145.1,1978,1923,55,2.8601144046
07503,福島県,平田村,平田村,6495,6921,-426,-6.1551798873,93.42,69.5,1995,2008,-13,-0.6474103586
07504,福島県,浅川町,浅川町,6577,6888,-311,-4.5150987224,37.43,175.7,2065,2029,36,1.7742730409
07505,福島県,古殿町,古殿町,5376,6030,-654,-10.8457711443,163.29,32.9,1660,1728,-68,-3.9351851852
07520,福島県,田村郡,田村郡,28772,29393,-621,-2.1127479332,197.95,145.3,9644,8997,647,7.1912859842
07521,福島県,三春町,三春町,18305,18191,114,0.6266835248,72.76,251.6,6230,5502,728,13.2315521628
07522,福島県,小野町,小野町,10467,11202,-735,-6.5613283342,125.18,83.6,3414,3495,-81,-2.3175965665
07540,福島県,双葉郡,双葉郡,7338,72822,-65484,-89.9233748043,865.71,8.5,4353,25471,-21118,-82.9099760512
07541,福島県,広野町,広野町,4323,5418,-1095,-20.2104097453,58.69,73.7,2428,1810,618,34.1436464088
07542,福島県,楢葉町,楢葉町,976,7700,-6724,-87.3246753247,103.64,9.4,839,2576,-1737,-67.4301242236
07543,福島県,富岡町,富岡町,0,16001,-16001,-100.0000000000,68.39,0.0,0,6141,-6141,-100.0000000000
07544,福島県,川内村,川内村,2021,2820,-799,-28.3333333333,197.35,10.2,1077,950,127,13.3684210526
07545,福島県,大熊町,大熊町,0,11515,-11515,-100.0000000000,78.71,0.0,0,3955,-3955,-100.0000000000
07546,福島県,双葉町,双葉町,0,6932,-6932,-100.0000000000,51.42,0.0,0,2393,-2393,-100.0000000000
07547,福島県,浪江町,浪江町,0,20905,-20905,-100.0000000000,223.14,0.0,0,7176,-7176,-100.0000000000
07548,福島県,葛尾村,葛尾村,18,1531,-1513,-98.8242978445,84.37,0.2,9,470,-461,-98.0851063830
07560,福島県,相馬郡,相馬郡,8261,14433,-6172,-42.7631123121,276.67,29.9,2694,4195,-1501,-35.7806912992
07561,福島県,新地町,新地町,8220,8224,-4,-0.0486381323,46.53,176.7,2693,2461,232,9.4270621698
07564,福島県,飯舘村,飯舘村,41,6209,-6168,-99.3396682235,230.13,0.2,1,1734,-1733,-99.9423298731
08201,茨城県,水戸市,水戸市,270823,268750,2073,0.7713488372,217.32,1246.2,117564,112099,5465,4.8751549969
08202,茨城県,日立市,日立市,185149,193129,-7980,-4.1319532540,225.71,820.3,78653,77965,688,0.8824472520
08203,茨城県,土浦市,土浦市,140948,143839,-2891,-2.0098860532,122.89,1146.9,57232,56663,569,1.0041826236
08204,茨城県,古河市,古河市,140975,142995,-2020,-1.4126368055,123.58,1140.8,52511,50465,2046,4.0542950560
08205,茨城県,石岡市,石岡市,76030,79687,-3657,-4.5892052656,215.53,352.8,27275,27094,181,0.6680445855
08207,茨城県,結城市,結城市,51605,52494,-889,-1.6935268793,65.76,784.7,18228,17466,762,4.3627619375
08208,茨城県,龍ケ崎市,龍ケ崎市,78368,80334,-1966,-2.4472825952,78.55,997.7,30445,30092,353,1.1730692543
08210,茨城県,下妻市,下妻市,43334,44987,-1653,-3.6743948252,80.88,535.8,15025,14890,135,0.9066487576
08211,茨城県,常総市,常総市,61460,65320,-3860,-5.9093692590,123.64,497.1,20552,20685,-133,-0.6429780034
08212,茨城県,常陸太田市,常陸太田市,52326,56250,-3924,-6.9760000000,371.99,140.7,19434,19801,-367,-1.8534417454
08214,茨城県,高萩市,高萩市,29656,31017,-1361,-4.3879163040,193.58,153.2,11716,11661,55,0.4716576623
08215,茨城県,北茨城市,北茨城市,44443,47026,-2583,-5.4927061625,186.80,237.9,16858,16966,-108,-0.6365672522
08216,茨城県,笠間市,笠間市,76766,79409,-2643,-3.3283380977,240.40,319.3,28178,27946,232,0.8301724755
08217,茨城県,取手市,取手市,106564,109651,-3087,-2.8152958021,69.94,1523.6,43458,42614,844,1.9805697658
08219,茨城県,牛久市,牛久市,84454,81684,2770,3.3911169874,58.92,1433.4,33270,31569,1701,5.3881972821
08220,茨城県,つくば市,つくば市,227029,214590,12439,5.7966354443,283.72,800.2,98138,87477,10661,12.1872034935
08221,茨城県,ひたちなか市,ひたちなか市,155680,157060,-1380,-0.8786451038,99.83,1559.5,61196,60268,928,1.5397889427
08222,茨城県,鹿嶋市,鹿嶋市,67885,66093,1792,2.7113310033,106.02,640.3,27451,25199,2252,8.9368625739
08223,茨城県,潮来市,潮来市,29105,30534,-1429,-4.6800288203,71.40,407.6,10542,10384,158,1.5215716487
08224,茨城県,守谷市,守谷市,64763,62482,2281,3.6506513876,35.71,1813.6,24844,22854,1990,8.7074472740
08225,茨城県,常陸大宮市,常陸大宮市,42587,45178,-2591,-5.7350923016,348.45,122.2,16011,16087,-76,-0.4724311556
08226,茨城県,那珂市,那珂市,54270,54240,30,0.0553097345,97.82,554.8,20009,18889,1120,5.9293768860
08227,茨城県,筑西市,筑西市,104617,108527,-3910,-3.6027900891,205.30,509.6,35666,35188,478,1.3584176424
08228,茨城県,坂東市,坂東市,54073,56114,-2041,-3.6372384788,123.03,439.5,17280,16763,517,3.0841734773
08229,茨城県,稲敷市,稲敷市,42769,46895,-4126,-8.7983793581,205.81,207.8,14427,14809,-382,-2.5795124586
08230,茨城県,かすみがうら市,かすみがうら市,42143,43553,-1410,-3.2374348495,156.60,269.1,15113,14730,383,2.6001357773
08231,茨城県,桜川市,桜川市,42651,45673,-3022,-6.6166006174,180.06,236.9,13615,13632,-17,-0.1247065728
08232,茨城県,神栖市,神栖市,94582,94795,-213,-0.2246953953,146.94,643.7,37003,35901,1102,3.0695523802
08233,茨城県,行方市,行方市,34915,37611,-2696,-7.1681157108,222.48,156.9,11104,11346,-242,-2.1329102767
08234,茨城県,鉾田市,鉾田市,48156,50156,-2000,-3.9875588165,207.61,232.0,17374,16810,564,3.3551457466
08235,茨城県,つくばみらい市,つくばみらい市,49146,44461,4685,10.5373248465,79.16,620.8,18148,15273,2875,18.8240686178
08236,茨城県,小美玉市,小美玉市,50917,52279,-1362,-2.6052525871,144.74,351.8,17552,17207,345,2.0049979659
08300,茨城県,東茨城郡,東茨城郡,69625,74332,-4707,-6.3324005812,307.12,226.7,25077,25350,-273,-1.0769230769
08302,茨城県,茨城町,茨城町,32930,34513,-1583,-4.5866774838,121.58,270.9,11354,11187,167,1.4928041477
08309,茨城県,大洗町,大洗町,16891,18328,-1437,-7.8404626801,23.74,711.5,6656,7021,-365,-5.1986896453
08310,茨城県,城里町,城里町,19804,21491,-1687,-7.8497975897,161.80,122.4,7067,7142,-75,-1.0501260151
08340,茨城県,那珂郡,那珂郡,37716,37438,278,0.7425610342,37.98,993.0,14476,14113,363,2.5720966485
08341,茨城県,東海村,東海村,37716,37438,278,0.7425610342,37.98,993.0,14476,14113,363,2.5720966485
08360,茨城県,久慈郡,久慈郡,18144,20073,-1929,-9.6099237782,325.76,55.7,6734,7140,-406,-5.6862745098
08364,茨城県,大子町,大子町,18144,20073,-1929,-9.6099237782,325.76,55.7,6734,7140,-406,-5.6862745098
08440,茨城県,稲敷郡,稲敷郡,72570,75411,-2841,-3.7673548952,182.30,398.1,27741,27278,463,1.6973385146
08442,茨城県,美浦村,美浦村,15851,17299,-1448,-8.3704260362,66.61,238.0,5975,6305,-330,-5.2339413164
08443,茨城県,阿見町,阿見町,47545,47940,-395,-0.8239465999,71.40,665.9,18820,17969,851,4.7359341087
08447,茨城県,河内町,河内町,9174,10172,-998,-9.8112465592,44.30,207.1,2946,3004,-58,-1.9307589880
08520,茨城県,結城郡,結城郡,22008,23106,-1098,-4.7520124643,58.99,373.1,6814,6756,58,0.8584961516
08521,茨城県,八千代町,八千代町,22008,23106,-1098,-4.7520124643,58.99,373.1,6814,6756,58,0.8584961516
08540,茨城県,猿島郡,猿島郡,33304,35124,-1820,-5.1816421820,69.70,477.8,10958,10850,108,0.9953917051
08542,茨城県,五霞町,五霞町,8784,9410,-626,-6.6524973433,23.11,380.1,2890,2927,-37,-1.2640929279
08546,茨城県,境町,境町,24520,25714,-1194,-4.6433849265,46.59,526.3,8068,7923,145,1.8301148555
08560,茨城県,北相馬郡,北相馬郡,16301,17473,-1172,-6.7074915584,24.90,654.7,6130,6131,-1,-0.0163105529
08564,茨城県,利根町,利根町,16301,17473,-1172,-6.7074915584,24.90,654.7,6130,6131,-1,-0.0163105529
09201,栃木県,宇都宮市,宇都宮市,518761,511739,7022,1.3721838672,416.85,1244.5,217372,210482,6890,3.2734390589
09202,栃木県,足利市,足利市,149504,154530,-5026,-3.2524428913,177.76,841.0,60111,59134,977,1.6521797950
09203,栃木県,栃木市,栃木市,159267,164024,-4757,-2.9001853387,331.50,480.4,57745,56489,1256,2.2234417320
09204,栃木県,佐野市,佐野市,118919,121249,-2330,-1.9216653333,356.04,334.0,46330,45178,1152,2.5499136748
09205,栃木県,鹿沼市,鹿沼市,98384,102348,-3964,-3.8730605386,490.64,200.5,35060,34999,61,0.1742906940
09206,栃木県,日光市,日光市,83446,90066,-6620,-7.3501654342,1449.83,57.6,32654,33926,-1272,-3.7493367918
09208,栃木県,小山市,小山市,166795,164454,2341,1.4234983643,171.76,971.1,65727,62844,2883,4.5875501241
09209,栃木県,真岡市,真岡市,79579,82289,-2710,-3.2932712756,167.34,475.6,27934,27577,357,1.2945570584
09210,栃木県,大田原市,大田原市,75480,77729,-2249,-2.8933859949,354.36,213.0,28743,28075,668,2.3793410508
09211,栃木県,矢板市,矢板市,33362,35343,-1981,-5.6050703110,170.46,195.7,12275,12438,-163,-1.3105000804
09213,栃木県,那須塩原市,那須塩原市,117044,117812,-768,-0.6518860557,592.74,197.5,45563,44602,961,2.1546119008
09214,栃木県,さくら市,さくら市,44916,44768,148,0.3305932809,125.63,357.5,15630,14917,713,4.7797814574
09215,栃木県,那須烏山市,那須烏山市,27012,29206,-2194,-7.5121550366,174.35,154.9,9480,9586,-106,-1.1057792614
09216,栃木県,下野市,下野市,59444,59483,-39,-0.0655649513,74.59,796.9,21349,20501,848,4.1363835910
09300,栃木県,河内郡,河内郡,31055,31621,-566,-1.7899497170,54.39,571.0,10737,10390,347,3.3397497594
09301,栃木県,上三川町,上三川町,31055,31621,-566,-1.7899497170,54.39,571.0,10737,10390,347,3.3397497594
09340,栃木県,芳賀郡,芳賀郡,63412,67490,-4078,-6.0423766484,396.50,159.9,21430,21525,-95,-0.4413472706
09342,栃木県,益子町,益子町,23299,24348,-1049,-4.3083620831,89.40,260.6,7785,7801,-16,-0.2051019100
09343,栃木県,茂木町,茂木町,13188,15018,-1830,-12.1853775469,172.69,76.4,4569,4799,-230,-4.7926651386
09344,栃木県,市貝町,市貝町,11724,12094,-370,-3.0593682818,64.25,182.5,4102,4018,84,2.0905923345
09345,栃木県,芳賀町,芳賀町,15201,16030,-829,-5.1715533375,70.16,216.7,4974,4907,67,1.3653963725
09360,栃木県,下都賀郡,下都賀郡,65254,65325,-71,-0.1086873326,91.32,714.6,24782,23336,1446,6.1964346932
09361,栃木県,壬生町,壬生町,39944,39605,339,0.8559525312,61.06,654.2,15216,14214,1002,7.0493879274
09364,栃木県,野木町,野木町,25310,25720,-410,-1.5940902022,30.26,836.4,9566,9122,444,4.8673536505
09380,栃木県,塩谷郡,塩谷郡,41152,42996,-1844,-4.2887710485,246.92,166.7,15199,15029,170,1.1311464502
09384,栃木県,塩谷町,塩谷町,11496,12560,-1064,-8.4713375796,176.06,65.3,3687,3828,-141,-3.6833855799
09386,栃木県,高根沢町,高根沢町,29656,30436,-780,-2.5627546327,70.87,418.5,11512,11201,311,2.7765378091
09400,栃木県,那須郡,那須郡,41885,45211,-3326,-7.3566167526,565.12,74.1,14414,14576,-162,-1.1114160263
09407,栃木県,那須町,那須町,24922,26765,-1843,-6.8858583972,372.34,66.9,8583,8699,-116,-1.3334866077
09411,栃木県,那珂川町,那珂川町,16963,18446,-1483,-8.0396834002,192.78,88.0,5831,5877,-46,-0.7827122682
10201,群馬県,前橋市,前橋市,336199,340291,-4092,-1.2025002131,311.59,1079.0,136747,133322,3425,2.5689683623
10202,群馬県,高崎市,高崎市,370751,371302,-551,-0.1483967229,459.16,807.5,150464,147116,3348,2.2757551864
10203,群馬県,桐生市,桐生市,114760,121704,-6944,-5.7056464866,274.45,418.1,46021,46688,-667,-1.4286326251
10204,群馬県,伊勢崎市,伊勢崎市,208838,207221,1617,0.7803263183,139.44,1497.7,79852,76527,3325,4.3448717446
10205,群馬県,太田市,太田市,219896,216465,3431,1.5850137436,175.54,1252.7,86134,81437,4697,5.7676486118
10206,群馬県,沼田市,沼田市,48697,51265,-2568,-5.0092655808,443.46,109.8,19106,19148,-42,-0.2193440568
10207,群馬県,館林市,館林市,76676,78608,-1932,-2.4577651130,60.97,1257.6,30205,29581,624,2.1094621548
10208,群馬県,渋川市,渋川市,78426,83330,-4904,-5.8850354014,240.27,326.4,28808,29290,-482,-1.6456128371
10209,群馬県,藤岡市,藤岡市,65723,67975,-2252,-3.3129827142,180.29,364.5,24549,24298,251,1.0330068318
10210,群馬県,富岡市,富岡市,49760,52070,-2310,-4.4363357019,122.85,405.0,18252,18297,-45,-0.2459419577
10211,群馬県,安中市,安中市,58529,61077,-2548,-4.1717831590,276.31,211.8,22377,22184,193,0.8699963938
10212,群馬県,みどり市,みどり市,50942,51899,-957,-1.8439661651,208.42,244.4,18826,18336,490,2.6723385689
10340,群馬県,北群馬郡,北群馬郡,35424,34171,1253,3.6668520090,48.38,732.2,12167,11164,1003,8.9842350412
10344,群馬県,榛東村,榛東村,14338,14370,-32,-0.2226861517,27.92,513.5,4883,4634,249,5.3733275788
10345,群馬県,吉岡町,吉岡町,21086,19801,1285,6.4895712338,20.46,1030.6,7284,6530,754,11.5467075038
10360,群馬県,多野郡,多野郡,3184,3658,-474,-12.9579004921,296.44,10.7,1480,1650,-170,-10.3030303030
10366,群馬県,上野村,上野村,1228,1306,-78,-5.9724349158,181.85,6.8,577,612,-35,-5.7189542484
10367,群馬県,神流町,神流町,1956,2352,-396,-16.8367346939,114.60,17.1,903,1038,-135,-13.0057803468
10380,群馬県,甘楽郡,甘楽郡,22823,24952,-2129,-8.5323821738,365.81,62.4,8532,8851,-319,-3.6041125297
10382,群馬県,下仁田町,下仁田町,7633,8911,-1278,-14.3418247110,188.38,40.5,3040,3316,-276,-8.3232810615
10383,群馬県,南牧村,南牧村,1980,2423,-443,-18.2831200991,118.83,16.7,953,1088,-135,-12.4080882353
10384,群馬県,甘楽町,甘楽町,13210,13618,-408,-2.9960346600,58.61,225.4,4539,4447,92,2.0688104340
10420,群馬県,吾妻郡,吾妻郡,56413,61109,-4696,-7.6846291054,1278.55,44.1,22022,22726,-704,-3.0977734753
10421,群馬県,中之条町,中之条町,16842,18216,-1374,-7.5428194993,439.28,38.3,6516,6608,-92,-1.3922518160
10424,群馬県,長野原町,長野原町,5477,6017,-540,-8.9745720459,133.85,40.9,2183,2295,-112,-4.8801742919
10425,群馬県,嬬恋村,嬬恋村,9787,10183,-396,-3.8888343317,337.58,29.0,3659,3651,8,0.2191180498
10426,群馬県,草津町,草津町,6512,7160,-648,-9.0502793296,49.75,130.9,3244,3474,-230,-6.6206102476
10428,群馬県,高山村,高山村,3679,3911,-232,-5.9319867042,64.18,57.3,1167,1179,-12,-1.0178117048
10429,群馬県,東吾妻町,東吾妻町,14116,15622,-1506,-9.6402509282,253.91,55.6,5253,5519,-266,-4.8197137163
10440,群馬県,利根郡,利根郡,34749,37767,-3018,-7.9911033442,1322.23,26.3,12631,12944,-313,-2.4181087763
10443,群馬県,片品村,片品村,4390,4904,-514,-10.4812398042,391.76,11.2,1558,1677,-119,-7.0960047704
10444,群馬県,川場村,川場村,3648,3898,-250,-6.4135454079,85.25,42.8,997,974,23,2.3613963039
10448,群馬県,昭和村,昭和村,7355,7620,-265,-3.4776902887,64.14,114.7,2474,2429,45,1.8526142445
10449,群馬県,みなかみ町,みなかみ町,19356,21345,-1989,-9.3183415320,781.08,24.8,7602,7864,-262,-3.3316378433
10460,群馬県,佐波郡,佐波郡,36653,37536,-883,-2.3524083546,25.78,1421.8,14266,13857,409,2.9515768204
10464,群馬県,玉村町,玉村町,36653,37536,-883,-2.3524083546,25.78,1421.8,14266,13857,409,2.9515768204
10520,群馬県,邑楽郡,邑楽郡,105033,105668,-635,-0.6009387894,132.36,793.5,40747,38340,2407,6.2780386020
10521,群馬県,板倉町,板倉町,15024,15706,-682,-4.3422895709,41.86,358.9,5355,5129,226,4.4063170209
10522,群馬県,明和町,明和町,11042,11209,-167,-1.4898742082,19.64,562.2,3904,3696,208,5.6277056277
10523,群馬県,千代田町,千代田町,11331,11473,-142,-1.2376884860,21.73,521.4,3937,3719,218,5.8617908040
10524,群馬県,大泉町,大泉町,41213,40257,956,2.3747422808,18.03,2285.8,18021,16600,1421,8.5602409639
10525,群馬県,邑楽町,邑楽町,26423,27023,-600,-2.2203308293,31.11,849.3,9530,9196,334,3.6320139191
11101,埼玉県,さいたま市西区,さいたま市 西区,87156,84029,3127,3.7213343013,29.12,2993.0,33914,31406,2508,7.9857352098
11102,埼玉県,さいたま市北区,さいたま市 北区,143628,138630,4998,3.6052802424,16.86,8518.9,61753,58382,3371,5.7740399438
11103,埼玉県,さいたま市大宮区,さいたま市 大宮区,113794,108488,5306,4.8908635056,12.80,8890.2,53218,48475,4743,9.7844249613
11104,埼玉県,さいたま市見沼区,さいたま市 見沼区,162013,157143,4870,3.0990880917,30.69,5279.0,65661,61585,4076,6.6184947633
11105,埼玉県,さいたま市中央区,さいたま市 中央区,98750,96055,2695,2.8056842434,8.39,11770.0,42838,41153,1685,4.0944767089
11106,埼玉県,さいたま市桜区,さいたま市 桜区,97943,96911,1032,1.0648945940,18.64,5254.5,43472,42442,1030,2.4268413364
11107,埼玉県,さいたま市浦和区,さいたま市 浦和区,154393,144786,9607,6.6353100438,11.51,13413.8,67100,61994,5106,8.2362809304
11108,埼玉県,さいたま市南区,さいたま市 南区,180180,174988,5192,2.9670605984,13.82,13037.6,77790,74885,2905,3.8792815651
11109,埼玉県,さいたま市緑区,さいたま市 緑区,116562,110118,6444,5.8519043208,26.44,4408.5,44460,40862,3598,8.8052469287
11110,埼玉県,さいたま市岩槻区,さいたま市 岩槻区,109834,111286,-1452,-1.3047463293,49.17,2233.8,43221,41942,1279,3.0494492394
11201,埼玉県,川越市,川越市,350327,342670,7657,2.2345113374,109.13,3210.2,145690,137121,8569,6.2492251369
11202,埼玉県,熊谷市,熊谷市,198639,203180,-4541,-2.2349640713,159.82,1242.9,77079,75413,1666,2.2091681806
11203,埼玉県,川口市,川口市,578245,561506,16739,2.9810901397,61.95,9334.1,245482,234124,11358,4.8512753925
11206,埼玉県,行田市,行田市,82142,85786,-3644,-4.2477793579,67.49,1217.1,30995,30630,365,1.1916421809
11207,埼玉県,秩父市,秩父市,63545,66955,-3410,-5.0929728922,577.83,110.0,24039,24146,-107,-0.4431375797
11208,埼玉県,所沢市,所沢市,335875,341924,-6049,-1.7691065851,72.11,4657.8,144970,141225,3745,2.6517967782
11209,埼玉県,飯能市,飯能市,80735,83549,-2814,-3.3680834002,193.05,418.2,31744,30905,839,2.7147710726
11210,埼玉県,加須市,加須市,112302,115002,-2700,-2.3477852559,133.30,842.5,40735,39460,1275,3.2311201216
11211,埼玉県,本庄市,本庄市,77885,81889,-4004,-4.8895456044,89.69,868.4,30945,32217,-1272,-3.9482260918
11212,埼玉県,東松山市,東松山市,91445,90099,1346,1.4939122521,65.35,1399.3,37240,34945,2295,6.5674631564
11214,埼玉県,春日部市,春日部市,232372,237171,-4799,-2.0234345683,66.00,3520.8,94399,91531,2868,3.1333646524
11215,埼玉県,狭山市,狭山市,152393,155727,-3334,-2.1409261079,48.99,3110.7,61983,61039,944,1.5465522043
11216,埼玉県,羽生市,羽生市,54984,56204,-1220,-2.1706640097,58.64,937.7,20430,19473,957,4.9144969958
11217,埼玉県,鴻巣市,鴻巣市,118122,119639,-1517,-1.2679811767,67.44,1751.5,45009,43379,1630,3.7575785518
11218,埼玉県,深谷市,深谷市,143833,144618,-785,-0.5428093322,138.37,1039.5,53343,50859,2484,4.8840913113
11219,埼玉県,上尾市,上尾市,225186,223926,1260,0.5626858873,45.51,4948.1,91270,87286,3984,4.5643058452
11221,埼玉県,草加市,草加市,247076,243855,3221,1.3208669086,27.46,8997.7,106072,102479,3593,3.5060841733
11222,埼玉県,越谷市,越谷市,337562,326313,11249,3.4473036624,60.24,5603.6,136528,128342,8186,6.3782705584
11223,埼玉県,蕨市,蕨市,72240,71502,738,1.0321389611,5.11,14137.0,33979,33112,867,2.6183860836
11224,埼玉県,戸田市,戸田市,136083,123079,13004,10.5655717060,18.19,7481.2,59314,54495,4819,8.8430131205
11225,埼玉県,入間市,入間市,148438,149872,-1434,-0.9568164834,44.69,3321.5,58965,56843,2122,3.7330893866
11227,埼玉県,朝霞市,朝霞市,136041,129691,6350,4.8962534023,18.34,7417.7,59510,56790,2720,4.7895756295
11228,埼玉県,志木市,志木市,72656,69611,3045,4.3743086581,9.05,8028.3,30597,28433,2164,7.6108746879
11229,埼玉県,和光市,和光市,80754,80745,9,0.0111462010,11.04,7314.7,36847,37385,-538,-1.4390798449
11230,埼玉県,新座市,新座市,162181,158777,3404,2.1438873388,22.78,7119.4,67153,64436,2717,4.2165870011
11231,埼玉県,桶川市,桶川市,73932,74711,-779,-1.0426844775,25.35,2916.4,28521,28047,474,1.6900203230
11232,埼玉県,久喜市,久喜市,151904,154310,-2406,-1.5591990150,82.41,1843.3,59420,57238,2182,3.8121527656
11233,埼玉県,北本市,北本市,67414,68888,-1474,-2.1397050285,19.82,3401.3,26823,25856,967,3.7399443069
11234,埼玉県,八潮市,八潮市,86670,82977,3693,4.4506308977,18.02,4809.7,35860,32467,3393,10.4506113900
11235,埼玉県,富士見市,富士見市,108104,106736,1368,1.2816669165,19.77,5468.1,47163,44642,2521,5.6471484252
11237,埼玉県,三郷市,三郷市,136528,131415,5113,3.8907278469,30.13,4531.3,55179,51132,4047,7.9148087303
11238,埼玉県,蓮田市,蓮田市,62387,63309,-922,-1.4563490183,27.28,2286.9,24503,23445,1058,4.5126892728
11239,埼玉県,坂戸市,坂戸市,101648,101700,-52,-0.0511307768,41.02,2478.0,42728,41508,1220,2.9391924448
11240,埼玉県,幸手市,幸手市,52535,54012,-1477,-2.7345775013,33.93,1548.3,20558,19904,654,3.2857717042
11241,埼玉県,鶴ヶ島市,鶴ヶ島市,70267,69990,277,0.3957708244,17.65,3981.1,28627,27746,881,3.1752324659
11242,埼玉県,日高市,日高市,56521,57473,-952,-1.6564299758,47.48,1190.4,21998,21227,771,3.6321665803
11243,埼玉県,吉川市,吉川市,69759,65298,4461,6.8317559496,31.66,2203.4,25681,23248,2433,10.4654163799
11245,埼玉県,ふじみ野市,ふじみ野市,111011,105695,5316,5.0295662046,14.64,7582.7,45583,42763,2820,6.5944858873
11246,埼玉県,白岡市,白岡市,51550,50272,1278,2.5421705920,24.92,2068.6,19146,17869,1277,7.1464547540
11300,埼玉県,北足立郡,北足立郡,44434,42494,1940,4.5653504024,14.79,3004.3,16683,15504,1179,7.6044891641
11301,埼玉県,伊奈町,伊奈町,44434,42494,1940,4.5653504024,14.79,3004.3,16683,15504,1179,7.6044891641
11320,埼玉県,入間郡,入間郡,87439,90297,-2858,-3.1651106903,89.79,973.8,34497,34150,347,1.0161054173
11324,埼玉県,三芳町,三芳町,38459,38706,-247,-0.6381439570,15.33,2508.7,14353,13940,413,2.9626972740
11326,埼玉県,毛呂山町,毛呂山町,37289,39054,-1765,-4.5193834178,34.07,1094.5,15595,15644,-49,-0.3132191255
11327,埼玉県,越生町,越生町,11691,12537,-846,-6.7480258435,40.39,289.5,4549,4566,-17,-0.3723171266
11340,埼玉県,比企郡,比企郡,133901,140072,-6171,-4.4055914101,281.86,475.1,49120,48071,1049,2.1821888457
11341,埼玉県,滑川町,滑川町,18211,17323,888,5.1261328869,29.68,613.6,6712,6186,526,8.5030714517
11342,埼玉県,嵐山町,嵐山町,18346,18887,-541,-2.8644040875,29.92,613.2,6987,6708,279,4.1592128801
11343,埼玉県,小川町,小川町,31193,32913,-1720,-5.2258985811,60.36,516.8,11998,11645,353,3.0313439244
11346,埼玉県,川島町,川島町,20669,22147,-1478,-6.6735901025,41.63,496.5,7113,7112,1,0.0140607424
11347,埼玉県,吉見町,吉見町,19635,21079,-1444,-6.8504198491,38.64,508.2,6817,6804,13,0.1910640800
11348,埼玉県,鳩山町,鳩山町,14347,15305,-958,-6.2593923554,25.73,557.6,5310,5335,-25,-0.4686035614
11349,埼玉県,ときがわ町,ときがわ町,11500,12418,-918,-7.3924947657,55.90,205.7,4183,4281,-98,-2.2891847699
11360,埼玉県,秩父郡,秩父郡,41020,44619,-3599,-8.0660705081,351.84,116.6,14800,15131,-331,-2.1875619589
11361,埼玉県,横瀬町,横瀬町,8520,9039,-519,-5.7417855958,49.36,172.6,3060,3078,-18,-0.5847953216
11362,埼玉県,皆野町,皆野町,10128,10888,-760,-6.9801616458,63.74,158.9,3657,3762,-105,-2.7910685805
11363,埼玉県,長瀞町,長瀞町,7326,7908,-582,-7.3596358118,30.43,240.7,2644,2713,-69,-2.5433099889
11365,埼玉県,小鹿野町,小鹿野町,12105,13436,-1331,-9.9062220899,171.26,70.7,4407,4503,-96,-2.1319120586
11369,埼玉県,東秩父村,東秩父村,2941,3348,-407,-12.1565113501,37.06,79.4,1032,1075,-43,-4.0000000000
11380,埼玉県,児玉郡,児玉郡,55399,57073,-1674,-2.9330856973,109.99,503.7,19789,19438,351,1.8057413314
