市区町村コード,都道府県,名称（空白なし）,名称,人口　平成27年,人口　平成22年（組替）,平成22年〜27年の人口増減数,平成22年〜27年の人口増減率（％）,面積（km2）,人口密度（1km2当たり）,世帯数　平成27年,世帯数　平成22年（組替）,平成22年〜27年の世帯増減数,平成22年〜27年の世帯増減率（％）
40215,福岡県,中間市,中間市,41808,44210,-2402,-5.4331599186,15.96,2619.5,17415,17801,-386,-2.1684175046
40216,福岡県,小郡市,小郡市,58009,58499,-490,-0.8376211559,45.51,1274.6,20901,20024,877,4.3797443068
40217,福岡県,筑紫野市,筑紫野市,101122,100172,950,0.9483688057,87.73,1152.7,39338,37703,1635,4.3365249450
40218,福岡県,春日市,春日市,110767,106780,3987,3.7338452894,14.15,7828.1,43706,41075,2631,6.4053560560
40219,福岡県,大野城市,大野城市,99575,95087,4488,4.7198881025,26.89,3703.0,39840,36778,3062,8.3256294524
40220,福岡県,宗像市,宗像市,96566,95501,1065,1.1151715689,119.91,805.3,39002,37077,1925,5.1918979421
40221,福岡県,太宰府市,太宰府市,72200,70482,1718,2.4375017735,29.60,2439.2,29103,27850,1253,4.4991023339
40223,福岡県,古賀市,古賀市,57953,57920,33,0.0569751381,42.07,1377.5,22321,21517,804,3.7365803783
40224,福岡県,福津市,福津市,58808,55431,3377,6.0922588443,52.76,1114.6,22250,20482,1768,8.6319695342
40225,福岡県,うきは市,うきは市,29540,31640,-2100,-6.6371681416,117.46,251.5,9937,10219,-282,-2.7595655152
40226,福岡県,宮若市,宮若市,28104,30081,-1977,-6.5722549117,139.99,200.8,10713,11094,-381,-3.4342888048
40227,福岡県,嘉麻市,嘉麻市,38780,42589,-3809,-8.9436239405,135.11,287.0,15677,16472,-795,-4.8263720253
40228,福岡県,朝倉市,朝倉市,52459,56355,-3896,-6.9133173631,246.71,212.6,19066,19064,2,0.0104909778
40229,福岡県,みやま市,みやま市,38163,40732,-2569,-6.3070804282,105.21,362.7,12936,13072,-136,-1.0403916769
40230,福岡県,糸島市,糸島市,96532,98435,-1903,-1.9332554478,215.70,447.5,34664,33765,899,2.6625203613
40300,福岡県,筑紫郡,筑紫郡,50029,49780,249,0.5002008839,74.95,667.5,18138,17619,519,2.9456836370
40305,福岡県,那珂川町,那珂川町,50029,49780,249,0.5002008839,74.95,667.5,18138,17619,519,2.9456836370
40340,福岡県,糟屋郡,糟屋郡,225643,214567,11076,5.1620239832,164.64,1370.5,83932,77375,6557,8.4743134087
40341,福岡県,宇美町,宇美町,37941,38592,-651,-1.6868781095,30.21,1255.9,13109,12867,242,1.8807802907
40342,福岡県,篠栗町,篠栗町,31212,31318,-106,-0.3384635034,38.93,801.7,11537,11060,477,4.3128390597
40343,福岡県,志免町,志免町,45275,43564,1711,3.9275548618,8.69,5210.0,17593,16617,976,5.8735030391
40344,福岡県,須恵町,須恵町,27274,26044,1230,4.7227768392,16.31,1672.2,9909,9077,832,9.1660240167
40345,福岡県,新宮町,新宮町,30339,24679,5660,22.9344787066,18.93,1602.7,10944,8865,2079,23.4517766497
40348,福岡県,久山町,久山町,8231,8373,-142,-1.6959273856,37.44,219.8,2824,2657,167,6.2852841551
40349,福岡県,粕屋町,粕屋町,45371,41997,3374,8.0339071838,14.13,3211.0,18016,16232,1784,10.9906357812
40380,福岡県,遠賀郡,遠賀郡,93634,96669,-3035,-3.1395793895,93.41,1002.4,36854,36690,164,0.4469882802
40381,福岡県,芦屋町,芦屋町,14199,15369,-1170,-7.6127269178,11.60,1224.1,5577,5891,-314,-5.3301646580
40382,福岡県,水巻町,水巻町,29001,30021,-1020,-3.3976216648,11.01,2634.1,12226,12087,139,1.1499958633
40383,福岡県,岡垣町,岡垣町,31587,32119,-532,-1.6563404838,48.64,649.4,11794,11656,138,1.1839396019
40384,福岡県,遠賀町,遠賀町,18847,19160,-313,-1.6336116910,22.15,850.9,7257,7056,201,2.8486394558
40400,福岡県,鞍手郡,鞍手郡,23844,25690,-1846,-7.1856753601,49.78,479.0,9725,10021,-296,-2.9537970262
40401,福岡県,小竹町,小竹町,7815,8602,-787,-9.1490351081,14.18,551.1,3333,3511,-178,-5.0697806893
40402,福岡県,鞍手町,鞍手町,16029,17088,-1059,-6.1973314607,35.60,450.3,6392,6510,-118,-1.8125960061
40420,福岡県,嘉穂郡,嘉穂郡,13509,13863,-354,-2.5535598355,20.14,670.8,5217,5216,1,0.0191717791
40421,福岡県,桂川町,桂川町,13509,13863,-354,-2.5535598355,20.14,670.8,5217,5216,1,0.0191717791
40440,福岡県,朝倉郡,朝倉郡,31506,31587,-81,-0.2564346092,119.06,264.6,10518,10095,423,4.1901931649
40447,福岡県,筑前町,筑前町,29332,29155,177,0.6070999829,67.10,437.1,9756,9297,459,4.9370764763
40448,福岡県,東峰村,東峰村,2174,2432,-258,-10.6085526316,51.97,41.8,762,798,-36,-4.5112781955
40500,福岡県,三井郡,三井郡,15155,15284,-129,-0.8440198901,22.84,663.5,4934,4793,141,2.9417901106
40503,福岡県,大刀洗町,大刀洗町,15155,15284,-129,-0.8440198901,22.84,663.5,4934,4793,141,2.9417901106
40520,福岡県,三潴郡,三潴郡,14181,14350,-169,-1.1777003484,18.44,769.0,4551,4470,81,1.8120805369
40522,福岡県,大木町,大木町,14181,14350,-169,-1.1777003484,18.44,769.0,4551,4470,81,1.8120805369
40540,福岡県,八女郡,八女郡,20194,20253,-59,-0.2913148669,37.94,532.3,6994,6799,195,2.8680688337
40544,福岡県,広川町,広川町,20194,20253,-59,-0.2913148669,37.94,532.3,6994,6799,195,2.8680688337
40600,福岡県,田川郡,田川郡,77713,83943,-6230,-7.4217028222,309.18,251.4,31498,32665,-1167,-3.5726312567
40601,福岡県,香春町,香春町,10866,11685,-819,-7.0089858793,44.50,244.2,4428,4595,-167,-3.6343852013
40602,福岡県,添田町,添田町,9923,10909,-986,-9.0384086534,132.20,75.1,4029,4215,-186,-4.4128113879
40604,福岡県,糸田町,糸田町,9026,9617,-591,-6.1453675782,8.04,1122.6,3805,3924,-119,-3.0326197757
40605,福岡県,川崎町,川崎町,16801,18264,-1463,-8.0102934735,36.14,464.9,7344,7693,-349,-4.5365917067
40608,福岡県,大任町,大任町,5183,5503,-320,-5.8150099945,14.26,363.5,2052,2083,-31,-1.4882381181
40609,福岡県,赤村,赤村,3028,3251,-223,-6.8594278683,31.98,94.7,1122,1157,-35,-3.0250648228
40610,福岡県,福智町,福智町,22886,24714,-1828,-7.3966173019,42.06,544.1,8718,8998,-280,-3.1118026228
40620,福岡県,京都郡,京都郡,55248,57577,-2329,-4.0450179759,200.22,275.9,22869,23263,-394,-1.6936766539
40621,福岡県,苅田町,苅田町,34984,36005,-1021,-2.8357172615,48.88,715.7,15341,15560,-219,-1.4074550129
40625,福岡県,みやこ町,みやこ町,20264,21572,-1308,-6.0634155387,151.34,133.9,7528,7703,-175,-2.2718421394
40640,福岡県,築上郡,築上郡,32688,34188,-1500,-4.3875043875,187.78,174.1,12625,12932,-307,-2.3739560779
40642,福岡県,吉富町,吉富町,6629,6792,-163,-2.3998822144,5.73,1156.9,2588,2645,-57,-2.1550094518
40646,福岡県,上毛町,上毛町,7460,7852,-392,-4.9923586347,62.44,119.5,2786,2843,-57,-2.0049243757
40647,福岡県,築上町,築上町,18599,19544,-945,-4.8352435530,119.61,155.5,7251,7444,-193,-2.5926921010
41201,佐賀県,佐賀市,佐賀市,236398,237506,-1108,-0.4665145302,431.84,547.4,93117,90435,2682,2.9656659479
41202,佐賀県,唐津市,唐津市,122859,126926,-4067,-3.2042292359,487.54,252.0,43836,43651,185,0.4238161783
41203,佐賀県,鳥栖市,鳥栖市,72910,69074,3836,5.5534644005,71.72,1016.6,27580,25219,2361,9.3619889766
41204,佐賀県,多久市,多久市,19742,21404,-1662,-7.7649037563,96.96,203.6,6832,7100,-268,-3.7746478873
41205,佐賀県,伊万里市,伊万里市,55294,57161,-1867,-3.2662129774,255.28,216.6,19695,19614,81,0.4129703273
41206,佐賀県,武雄市,武雄市,49108,50699,-1591,-3.1381289572,195.40,251.3,16932,16674,258,1.5473191796
41207,佐賀県,鹿島市,鹿島市,29700,30720,-1020,-3.3203125000,112.12,264.9,10117,10055,62,0.6166086524
41208,佐賀県,小城市,小城市,44308,45133,-825,-1.8279307824,95.81,462.5,14755,14305,450,3.1457532331
41209,佐賀県,嬉野市,嬉野市,27359,28984,-1625,-5.6065415402,126.41,216.4,9211,9314,-103,-1.1058621430
41210,佐賀県,神埼市,神埼市,31871,32899,-1028,-3.1247150369,125.13,254.7,10933,10741,192,1.7875430593
41320,佐賀県,神埼郡,神埼郡,16434,16405,29,0.1767753734,43.99,373.6,5890,5478,412,7.5209930632
41327,佐賀県,吉野ヶ里町,吉野ヶ里町,16434,16405,29,0.1767753734,43.99,373.6,5890,5478,412,7.5209930632
41340,佐賀県,三養基郡,三養基郡,52086,53236,-1150,-2.1601923510,86.86,599.7,18181,17536,645,3.6781478102
41341,佐賀県,基山町,基山町,17494,17837,-343,-1.9229691092,22.15,789.8,6294,6025,269,4.4647302905
41345,佐賀県,上峰町,上峰町,9296,9224,72,0.7805724198,12.80,726.3,3263,3074,189,6.1483409239
41346,佐賀県,みやき町,みやき町,25296,26175,-879,-3.3581661891,51.92,487.2,8624,8437,187,2.2164276402
41380,佐賀県,東松浦郡,東松浦郡,5904,6379,-475,-7.4463081988,35.90,164.5,1917,1959,-42,-2.1439509954
41387,佐賀県,玄海町,玄海町,5904,6379,-475,-7.4463081988,35.90,164.5,1917,1959,-42,-2.1439509954
41400,佐賀県,西松浦郡,西松浦郡,20166,20929,-763,-3.6456591333,65.85,306.2,6896,6916,-20,-0.2891844997
41401,佐賀県,有田町,有田町,20166,20929,-763,-3.6456591333,65.85,306.2,6896,6916,-20,-0.2891844997
41420,佐賀県,杵島郡,杵島郡,40324,42491,-2167,-5.0999035090,135.54,297.5,13046,13116,-70,-0.5336992986
41423,佐賀県,大町町,大町町,6782,7369,-587,-7.9658026869,11.50,589.7,2561,2694,-133,-4.9368968077
41424,佐賀県,江北町,江北町,9588,9515,73,0.7672096689,24.49,391.5,3231,3076,155,5.0390117035
41425,佐賀県,白石町,白石町,23954,25607,-1653,-6.4552661382,99.56,240.6,7254,7346,-92,-1.2523822488
41440,佐賀県,藤津郡,藤津郡,8782,9842,-1060,-10.7701686649,74.30,118.2,2902,2925,-23,-0.7863247863
41441,佐賀県,太良町,太良町,8782,9842,-1060,-10.7701686649,74.30,118.2,2902,2925,-23,-0.7863247863
42201,長崎県,長崎市,長崎市,429644,443766,-14122,-3.1823077928,405.81,1058.7,189422,187685,1737,0.9254868530
42202,長崎県,佐世保市,佐世保市,255648,261101,-5453,-2.0884638512,426.06,600.0,104998,104583,415,0.3968140137
42203,長崎県,島原市,島原市,45426,47455,-2029,-4.2756295438,82.97,547.5,17083,17039,44,0.2582311168
42204,長崎県,諫早市,諫早市,138136,140752,-2616,-1.8585881551,341.83,404.1,51842,50989,853,1.6729098433
42205,長崎県,大村市,大村市,92812,90517,2295,2.5354353326,126.66,732.8,36080,34044,2036,5.9804958289
42207,長崎県,平戸市,平戸市,31949,34905,-2956,-8.4687007592,235.20,135.8,12388,12885,-497,-3.8571982926
42208,長崎県,松浦市,松浦市,23344,25145,-1801,-7.1624577451,130.67,178.6,8974,9214,-240,-2.6047319297
42209,長崎県,対馬市,対馬市,31468,34407,-2939,-8.5418664807,708.63,44.4,13393,13813,-420,-3.0406139144
42210,長崎県,壱岐市,壱岐市,27106,29377,-2271,-7.7305374953,139.42,194.4,10096,10401,-305,-2.9324103452
42211,長崎県,五島市,五島市,37331,40622,-3291,-8.1015213431,420.04,88.9,17422,18382,-960,-5.2225002720
42212,長崎県,西海市,西海市,28692,31176,-2484,-7.9676674365,241.59,118.8,11504,11875,-371,-3.1242105263
42213,長崎県,雲仙市,雲仙市,44135,47245,-3110,-6.5827071648,214.27,206.0,15361,15863,-502,-3.1645968606
42214,長崎県,南島原市,南島原市,46564,50363,-3799,-7.5432361059,170.11,273.7,16654,17160,-506,-2.9487179487
42300,長崎県,西彼杵郡,西彼杵郡,72376,72645,-269,-0.3702938950,49.67,1457.1,27353,26265,1088,4.1423948220
42307,長崎県,長与町,長与町,42562,42535,27,0.0634771365,28.73,1481.4,16228,15478,750,4.8455872852
42308,長崎県,時津町,時津町,29814,30110,-296,-0.9830621056,20.94,1423.8,11125,10787,338,3.1334013164
42320,長崎県,東彼杵郡,東彼杵郡,37238,38781,-1543,-3.9787524819,167.63,222.1,12810,12671,139,1.0969931339
42321,長崎県,東彼杵町,東彼杵町,8301,8903,-602,-6.7617656970,74.29,111.7,2741,2747,-6,-0.2184200946
42322,長崎県,川棚町,川棚町,14072,14651,-579,-3.9519486724,37.34,376.9,5108,5144,-36,-0.6998444790
42323,長崎県,波佐見町,波佐見町,14865,15227,-362,-2.3773560123,56.00,265.4,4961,4780,181,3.7866108787
42380,長崎県,北松浦郡,北松浦郡,16189,16448,-259,-1.5746595331,57.80,280.1,6312,6171,141,2.2848808945
42383,長崎県,小値賀町,小値賀町,2560,2849,-289,-10.1439101439,25.53,100.3,1210,1287,-77,-5.9829059829
42391,長崎県,佐々町,佐々町,13629,13599,30,0.2206044562,32.27,422.3,5102,4884,218,4.4635544636
42400,長崎県,南松浦郡,南松浦郡,19722,22074,-2352,-10.6550693123,213.94,92.2,8989,9620,-631,-6.5592515593
42411,長崎県,新上五島町,新上五島町,19722,22074,-2352,-10.6550693123,213.94,92.2,8989,9620,-631,-6.5592515593
43101,熊本県,熊本市中央区,熊本市 中央区,186264,184353,1911,1.0365982653,25.45,7318.8,95766,92242,3524,3.8203855077
43102,熊本県,熊本市東区,熊本市 東区,190480,188082,2398,1.2749758084,50.19,3795.2,78326,74942,3384,4.5154919805
43103,熊本県,熊本市西区,熊本市 西区,93178,93805,-627,-0.6684078674,89.33,1043.1,38978,37610,1368,3.6373304972
43104,熊本県,熊本市南区,熊本市 南区,127981,122600,5381,4.3890701468,110.01,1163.4,47199,43499,3700,8.5059426653
43105,熊本県,熊本市北区,熊本市 北区,143212,145634,-2422,-1.6630731835,115.34,1241.7,55201,54120,1081,1.9974131559
43202,熊本県,八代市,八代市,127540,132266,-4726,-3.5731026870,681.36,187.2,47823,47458,365,0.7691010999
43203,熊本県,人吉市,人吉市,33891,35611,-1720,-4.8299682682,210.55,161.0,13831,14001,-170,-1.2141989858
43204,熊本県,荒尾市,荒尾市,53453,55321,-1868,-3.3766562427,57.37,931.7,20901,20898,3,0.0143554407
43205,熊本県,水俣市,水俣市,25418,26978,-1560,-5.7824894358,163.29,155.7,10638,10893,-255,-2.3409529055
43206,熊本県,玉名市,玉名市,66802,69541,-2739,-3.9386836542,152.60,437.8,24477,24344,133,0.5463358528
43208,熊本県,山鹿市,山鹿市,52278,55391,-3113,-5.6200465780,299.69,174.4,19140,19308,-168,-0.8701056557
43210,熊本県,菊池市,菊池市,48209,50194,-1985,-3.9546559350,276.85,174.1,16959,16706,253,1.5144259547
43211,熊本県,宇土市,宇土市,37053,37727,-674,-1.7865189387,74.30,498.7,13284,12808,476,3.7164272330
43212,熊本県,上天草市,上天草市,26998,29902,-2904,-9.7117249682,126.91,212.7,10472,10994,-522,-4.7480443878
43213,熊本県,宇城市,宇城市,59781,61878,-2097,-3.3889265975,188.60,317.0,21434,21077,357,1.6937894387
43214,熊本県,阿蘇市,阿蘇市,27038,28444,-1406,-4.9430459851,376.30,71.9,10048,10100,-52,-0.5148514851
43215,熊本県,天草市,天草市,82770,89065,-6295,-7.0678717790,683.78,121.0,33227,34272,-1045,-3.0491363212
43216,熊本県,合志市,合志市,58402,55002,3400,6.1815933966,53.19,1098.0,20574,18913,1661,8.7823190398
43340,熊本県,下益城郡,下益城郡,10341,11388,-1047,-9.1938883035,144.00,71.8,3611,3791,-180,-4.7480875758
43348,熊本県,美里町,美里町,10341,11388,-1047,-9.1938883035,144.00,71.8,3611,3791,-180,-4.7480875758
43360,熊本県,玉名郡,玉名郡,41152,43959,-2807,-6.3854955754,211.46,194.6,15051,15181,-130,-0.8563335749
43364,熊本県,玉東町,玉東町,5264,5554,-290,-5.2214620094,24.33,216.4,1825,1825,0,0.0000000000
43367,熊本県,南関町,南関町,9790,10564,-774,-7.3267701628,68.92,142.0,3576,3681,-105,-2.8524857376
43368,熊本県,長洲町,長洲町,15900,16594,-694,-4.1822345426,19.43,818.3,6138,6051,87,1.4377788795
43369,熊本県,和水町,和水町,10198,11247,-1049,-9.3269316262,98.78,103.2,3512,3624,-112,-3.0905077263
43400,熊本県,菊池郡,菊池郡,74476,68968,5508,7.9863124928,136.56,545.4,28656,25602,3054,11.9287555660
43403,熊本県,大津町,大津町,33480,31234,2246,7.1908817314,99.10,337.8,12703,11478,1225,10.6725910437
43404,熊本県,菊陽町,菊陽町,40996,37734,3262,8.6447235915,37.46,1094.4,15953,14124,1829,12.9495893515
43420,熊本県,阿蘇郡,阿蘇郡,37393,39392,-1999,-5.0746344435,703.25,53.2,14441,14507,-66,-0.4549527814
43423,熊本県,南小国町,南小国町,4051,4429,-378,-8.5346579363,115.90,35.0,1642,1702,-60,-3.5252643948
43424,熊本県,小国町,小国町,7188,7877,-689,-8.7469848927,136.94,52.5,2791,2875,-84,-2.9217391304
43425,熊本県,産山村,産山村,1510,1606,-96,-5.9775840598,60.81,24.8,534,575,-41,-7.1304347826
43428,熊本県,高森町,高森町,6327,6716,-389,-5.7921381775,175.06,36.1,2458,2524,-66,-2.6148969889
43432,熊本県,西原村,西原村,6805,6792,13,0.1914016490,77.22,88.1,2341,2221,120,5.4029716344
43433,熊本県,南阿蘇村,南阿蘇村,11512,11972,-460,-3.8422986970,137.32,83.8,4675,4610,65,1.4099783080
43440,熊本県,上益城郡,上益城郡,85814,87402,-1588,-1.8168920620,783.96,109.5,30212,29688,524,1.7650229049
43441,熊本県,御船町,御船町,17243,17888,-645,-3.6057692308,99.03,174.1,6307,6224,83,1.3335475578
43442,熊本県,嘉島町,嘉島町,9057,8676,381,4.3914246196,16.65,544.0,3171,2930,241,8.2252559727
43443,熊本県,益城町,益城町,33632,32676,956,2.9256946995,65.68,512.1,11438,10935,503,4.5999085505
43444,熊本県,甲佐町,甲佐町,10718,11181,-463,-4.1409534031,57.93,185.0,3704,3693,11,0.2978608178
43447,熊本県,山都町,山都町,15164,16981,-1817,-10.7001943348,544.67,27.8,5592,5906,-314,-5.3166271588
43460,熊本県,八代郡,八代郡,12001,12715,-714,-5.6154148643,33.36,359.7,3873,3973,-100,-2.5169896803
43468,熊本県,氷川町,氷川町,12001,12715,-714,-5.6154148643,33.36,359.7,3873,3973,-100,-2.5169896803
43480,熊本県,葦北郡,葦北郡,22346,24378,-2032,-8.3353843630,268.07,83.4,8229,8622,-393,-4.5581071677
43482,熊本県,芦北町,芦北町,17668,19316,-1648,-8.5317871195,233.97,75.5,6484,6796,-312,-4.5909358446
43484,熊本県,津奈木町,津奈木町,4678,5062,-384,-7.5859344133,34.09,137.2,1745,1826,-81,-4.4359255203
43500,熊本県,球磨郡,球磨郡,54957,59116,-4159,-7.0353203870,1326.02,41.4,19252,19683,-431,-2.1897068536
43501,熊本県,錦町,錦町,10774,11075,-301,-2.7178329571,85.04,126.7,3630,3602,28,0.7773459189
43505,熊本県,多良木町,多良木町,9798,10554,-756,-7.1631608869,165.86,59.1,3535,3614,-79,-2.1859435529
43506,熊本県,湯前町,湯前町,3990,4375,-385,-8.8000000000,48.37,82.5,1479,1515,-36,-2.3762376238
43507,熊本県,水上村,水上村,2232,2405,-173,-7.1933471933,190.96,11.7,822,854,-32,-3.7470725995
43510,熊本県,相良村,相良村,4461,4934,-473,-9.5865423591,94.54,47.2,1506,1529,-23,-1.5042511445
43511,熊本県,五木村,五木村,1046,1205,-159,-13.1950207469,252.92,4.1,468,503,-35,-6.9582504970
43512,熊本県,山江村,山江村,3424,3681,-257,-6.9817984243,121.19,28.3,1149,1163,-14,-1.2037833190
43513,熊本県,球磨村,球磨村,3700,4249,-549,-12.9206872205,207.58,17.8,1368,1489,-121,-8.1262592344
43514,熊本県,あさぎり町,あさぎり町,15532,16638,-1106,-6.6474335858,159.56,97.3,5295,5414,-119,-2.1980051718
43520,熊本県,天草郡,天草郡,7741,8314,-573,-6.8919894154,67.55,114.6,2894,3002,-108,-3.5976015989
43531,熊本県,苓北町,苓北町,7741,8314,-573,-6.8919894154,67.55,114.6,2894,3002,-108,-3.5976015989
44201,大分県,大分市,大分市,478335,474094,4241,0.8945483385,502.39,952.1,203286,195623,7663,3.9172285467
44202,大分県,別府市,別府市,122193,125385,-3192,-2.5457590621,125.29,975.3,55467,56070,-603,-1.0754414125
44203,大分県,中津市,中津市,83967,84312,-345,-0.4091944207,491.54,170.8,35789,34574,1215,3.5142014230
44204,大分県,日田市,日田市,66526,70940,-4414,-6.2221595715,666.03,99.9,25135,25551,-416,-1.6281163164
44205,大分県,佐伯市,佐伯市,72203,76951,-4748,-6.1701602318,903.08,80.0,29575,30511,-936,-3.0677460588
44206,大分県,臼杵市,臼杵市,38768,41469,-2701,-6.5132990909,291.20,133.1,15050,15394,-344,-2.2346368715
44207,大分県,津久見市,津久見市,17973,19917,-1944,-9.7605061003,79.47,226.2,7516,7978,-462,-5.7909250439
44208,大分県,竹田市,竹田市,22342,24423,-2081,-8.5206567580,477.53,46.8,9133,9588,-455,-4.7455152274
44209,大分県,豊後高田市,豊後高田市,22868,23906,-1038,-4.3420061909,206.24,110.9,9539,9665,-126,-1.3036730471
